ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region
TCKT_000530,2023-04-17T04:33:58,CUST_00925,non_profit,email,data_export,performance,medium,resolved,standard,Queries in the data export module are timing out.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,11.31,0,positive,4,1,api_client,EU
TCKT_000531,2022-07-10T17:53:07,CUST_07506,non_profit,chat,notifications,other,medium,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,6.4,0,neutral,4,0,ios,EU
TCKT_000532,2023-10-07T03:32:03,CUST_09370,education,email,billing,bug,low,closed_no_action,standard,The page keeps crashing whenever I try to open the billing section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,129.63,0,neutral,3,0,api_client,EU
TCKT_000533,2025-12-29T22:46:22,CUST_08835,individual,in_app,analytics_dashboard,bug,medium,resolved,standard,I am seeing an error message when I click on analytics dashboard.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,38.93,0,very_positive,5,0,api_client,EU
TCKT_000534,2022-03-06T02:36:44,CUST_06966,small_business,phone_transcript,data_export,feature_request,low,open,standard,Can you add an option to customize data export?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,positive,4,0,web,NA
TCKT_000535,2023-07-28T20:50:27,CUST_09550,small_business,in_app,data_export,feature_request,medium,in_progress,standard,It would be great to have data export support in your product.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,4,0,api_client,APAC
TCKT_000536,2024-10-29T20:44:09,CUST_02507,individual,phone_transcript,data_export,security_concern,medium,resolved,standard,There seems to be a vulnerability in the data export functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",46.33,0,negative,3,1,web,APAC
TCKT_000537,2024-07-07T15:32:43,CUST_05092,enterprise,phone_transcript,login_auth,feature_request,low,open,standard,Our team needs more advanced options for login auth.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,neutral,4,1,desktop_app,LATAM
TCKT_000538,2023-04-11T14:35:38,CUST_06702,enterprise,chat,data_export,performance,medium,resolved,gold,The data export page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,46.92,0,negative,2,0,api_client,EU
TCKT_000539,2025-01-06T21:10:59,CUST_00278,education,phone_transcript,data_export,account_access,low,resolved,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,28.85,0,very_negative,1,0,android,NA
TCKT_000540,2025-06-28T07:04:10,CUST_06501,non_profit,web_form,notifications,bug,high,resolved,standard,The page keeps crashing whenever I try to open the notifications section.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Patched the bug and deployed a fix to production.,10.9,0,negative,2,1,api_client,APAC
TCKT_000541,2022-09-17T16:09:41,CUST_04501,non_profit,chat,data_export,how_to,medium,resolved,gold,I need help setting up data export for my team.,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,44.86,0,positive,4,0,android,APAC
TCKT_000542,2025-10-03T09:44:11,CUST_03310,individual,chat,mobile_app,performance,medium,resolved,standard,The mobile app page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,38.84,0,neutral,3,1,web,APAC
TCKT_000543,2022-08-24T11:56:25,CUST_05205,education,email,mobile_app,billing_problem,medium,closed_no_action,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,223.28,0,neutral,4,0,web,APAC
TCKT_000544,2025-05-16T01:39:04,CUST_06796,enterprise,email,data_export,bug,medium,resolved,standard,The page keeps crashing whenever I try to open the data export section.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,26.85,0,negative,3,0,desktop_app,LATAM
TCKT_000545,2022-11-29T08:27:40,CUST_05646,education,chat,analytics_dashboard,other,high,resolved,gold,"Something seems off, can you please check my workspace?",Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,4.15,0,very_negative,1,0,ios,MEA
TCKT_000546,2024-07-02T19:04:05,CUST_05414,education,email,notifications,other,low,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,66.91,0,very_negative,2,0,android,EU
TCKT_000547,2024-03-31T12:24:23,CUST_08085,education,email,notifications,bug,medium,resolved,standard,I am seeing an error message when I click on notifications.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,25.27,0,neutral,0,0,web,APAC
TCKT_000548,2024-11-13T09:26:07,CUST_09514,enterprise,email,billing,performance,low,resolved,gold,The billing page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,11.96,1,negative,0,1,desktop_app,EU
TCKT_000549,2024-12-12T22:17:33,CUST_08535,individual,in_app,billing,performance,low,open,standard,Queries in the billing module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,neutral,0,1,api_client,LATAM
TCKT_000550,2023-07-30T13:41:54,CUST_04531,individual,web_form,data_export,feature_request,medium,resolved,standard,Our team needs more advanced options for data export.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,17.88,0,negative,3,0,desktop_app,EU
TCKT_000551,2025-05-18T03:55:45,CUST_03258,individual,email,mobile_app,billing_problem,medium,resolved,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,26.76,0,neutral,4,0,desktop_app,MEA
TCKT_000552,2022-02-03T05:23:01,CUST_05840,non_profit,phone_transcript,data_export,account_access,low,closed_no_action,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,128.9,0,positive,5,0,android,NA
TCKT_000553,2022-03-20T00:00:02,CUST_06234,individual,web_form,api_integration,other,medium,in_progress,gold,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,,,0,very_positive,5,0,web,APAC
TCKT_000554,2023-01-04T18:28:27,CUST_05093,individual,web_form,billing,account_access,low,resolved,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,10.25,0,neutral,3,0,api_client,LATAM
TCKT_000555,2025-04-20T10:04:57,CUST_02893,small_business,email,billing,billing_problem,low,on_hold,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,0,negative,3,0,ios,NA
TCKT_000556,2025-10-13T16:27:27,CUST_01877,education,email,mobile_app,security_concern,low,in_progress,gold,We need details about your data encryption and compliance.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,,,0,positive,4,1,desktop_app,APAC
TCKT_000557,2024-03-01T14:46:50,CUST_09703,individual,in_app,analytics_dashboard,feature_request,low,in_progress,standard,Can you add an option to customize analytics dashboard?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,positive,5,0,desktop_app,APAC
TCKT_000558,2023-03-13T07:37:15,CUST_08076,small_business,web_form,billing,account_access,low,on_hold,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,negative,3,0,desktop_app,APAC
TCKT_000559,2023-03-09T06:18:44,CUST_00878,small_business,phone_transcript,api_integration,bug,low,resolved,standard,The page keeps crashing whenever I try to open the api integration section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Patched the bug and deployed a fix to production.,60.04,0,very_negative,1,0,web,NA
TCKT_000560,2024-02-01T09:03:03,CUST_03173,enterprise,in_app,analytics_dashboard,billing_problem,high,in_progress,gold,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,,,0,neutral,0,0,web,LATAM
TCKT_000561,2025-03-01T06:54:03,CUST_09206,non_profit,web_form,api_integration,other,urgent,resolved,gold,I need help but I'm not sure which category this fits in.,Thanks for contacting support. This has been escalated to our on-call team for immediate attention.,Provided general guidance and confirmed the issue was resolved.,7.82,0,neutral,3,0,android,LATAM
TCKT_000562,2025-01-04T13:18:34,CUST_04003,enterprise,email,analytics_dashboard,bug,medium,resolved,standard,The analytics dashboard feature is not saving my changes.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,30.09,0,neutral,0,0,api_client,MEA
TCKT_000563,2024-06-16T17:54:23,CUST_06732,non_profit,in_app,login_auth,how_to,low,in_progress,standard,I need help setting up login auth for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,positive,0,0,android,EU
TCKT_000564,2024-01-02T12:57:17,CUST_05290,small_business,chat,login_auth,bug,medium,open,standard,I am seeing an error message when I click on login auth.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,0,0,web,LATAM
TCKT_000565,2022-11-15T19:02:46,CUST_09090,small_business,chat,notifications,account_access,high,in_progress,gold,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,,,0,negative,3,0,web,NA
TCKT_000566,2022-07-02T22:36:07,CUST_04785,education,in_app,analytics_dashboard,performance,medium,resolved,gold,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,42.03,0,negative,3,0,api_client,LATAM
TCKT_000567,2022-03-22T14:02:24,CUST_06998,individual,in_app,api_integration,security_concern,high,closed_no_action,standard,I noticed a suspicious login on my account.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,48.01,0,very_negative,2,0,desktop_app,EU
TCKT_000568,2025-08-07T06:35:32,CUST_06812,small_business,in_app,api_integration,how_to,low,resolved,standard,How can I export my data from the api integration section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,61.73,0,positive,5,0,api_client,NA
TCKT_000569,2022-08-13T05:41:38,CUST_00365,enterprise,in_app,mobile_app,security_concern,low,open,standard,We need details about your data encryption and compliance.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,,,0,negative,2,0,desktop_app,LATAM
TCKT_000570,2025-02-13T01:22:20,CUST_00453,non_profit,in_app,analytics_dashboard,bug,medium,in_progress,standard,The page keeps crashing whenever I try to open the analytics dashboard section.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,4,0,ios,LATAM
TCKT_000571,2025-10-26T10:37:08,CUST_07893,small_business,in_app,api_integration,security_concern,low,open,standard,I noticed a suspicious login on my account.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,2,1,desktop_app,APAC
TCKT_000572,2022-04-22T22:08:35,CUST_05112,small_business,email,data_export,other,high,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,11.97,0,neutral,3,0,ios,NA
TCKT_000573,2023-01-27T07:14:35,CUST_04223,enterprise,phone_transcript,mobile_app,account_access,low,closed_no_action,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,142.22,0,positive,0,0,web,EU
TCKT_000574,2023-12-29T22:52:40,CUST_05725,small_business,phone_transcript,data_export,other,high,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,19.87,0,neutral,3,0,ios,LATAM
TCKT_000575,2023-03-14T01:45:26,CUST_06100,non_profit,email,login_auth,other,low,open,standard,I have a general question about my account.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,,,0,very_positive,5,0,desktop_app,LATAM
TCKT_000576,2022-06-16T07:12:22,CUST_02249,non_profit,phone_transcript,notifications,bug,low,resolved,platinum,The notifications feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Patched the bug and deployed a fix to production.,13.84,0,negative,3,1,android,NA
TCKT_000577,2022-05-24T15:32:17,CUST_00575,enterprise,in_app,analytics_dashboard,feature_request,medium,resolved,standard,Our team needs more advanced options for analytics dashboard.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,42.16,0,very_positive,0,1,api_client,NA
TCKT_000578,2025-04-30T18:08:03,CUST_06118,small_business,chat,notifications,billing_problem,low,open,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,0,0,android,NA
TCKT_000579,2025-10-26T20:14:33,CUST_05177,education,email,mobile_app,billing_problem,medium,in_progress,gold,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,0,1,ios,LATAM
TCKT_000580,2024-11-04T17:38:16,CUST_00920,non_profit,web_form,data_export,how_to,low,resolved,gold,Can you explain how to configure data export properly?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,29.63,0,positive,0,1,web,EU
TCKT_000581,2024-07-10T20:45:46,CUST_01851,enterprise,web_form,api_integration,other,low,in_progress,standard,I have a general question about my account.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,,,0,positive,0,0,desktop_app,MEA
TCKT_000582,2025-12-01T03:53:20,CUST_00989,non_profit,phone_transcript,mobile_app,feature_request,low,resolved,platinum,Can you add an option to customize mobile app?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,50.24,0,neutral,0,0,web,APAC
TCKT_000583,2025-06-08T22:49:17,CUST_07368,individual,web_form,billing,feature_request,urgent,closed_no_action,standard,Our team needs more advanced options for billing.,Thanks for your feature suggestion. This has been escalated to our on-call team for immediate attention.,Ticket closed without further action after no response from the customer.,99.18,0,very_positive,5,0,android,EU
TCKT_000584,2025-07-21T03:22:18,CUST_02766,small_business,chat,mobile_app,security_concern,medium,in_progress,gold,There seems to be a vulnerability in the mobile app functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,0,0,web,NA
TCKT_000585,2022-06-05T18:04:40,CUST_05471,education,chat,data_export,feature_request,medium,on_hold,standard,Our team needs more advanced options for data export.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,web,EU
TCKT_000586,2024-03-07T14:23:39,CUST_02065,enterprise,in_app,notifications,account_access,low,resolved,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,46.87,0,very_negative,2,0,ios,LATAM
TCKT_000587,2025-11-06T04:38:10,CUST_08062,education,phone_transcript,analytics_dashboard,account_access,low,resolved,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,34.71,0,negative,3,1,desktop_app,APAC
TCKT_000588,2023-07-31T07:29:15,CUST_08880,non_profit,in_app,analytics_dashboard,how_to,low,in_progress,gold,How can I export my data from the analytics dashboard section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,negative,3,0,api_client,APAC
TCKT_000589,2024-04-01T18:47:37,CUST_03558,non_profit,in_app,api_integration,account_access,urgent,closed_no_action,gold,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. This has been escalated to our on-call team for immediate attention.,Ticket closed without further action after no response from the customer.,76.2,0,very_negative,1,0,web,LATAM
TCKT_000590,2025-12-11T23:27:08,CUST_03396,individual,phone_transcript,mobile_app,performance,medium,open,gold,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,0,0,ios,APAC
TCKT_000591,2025-10-09T20:15:08,CUST_08258,small_business,chat,api_integration,billing_problem,low,resolved,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,27.46,0,neutral,0,0,api_client,LATAM
TCKT_000592,2022-09-27T10:34:59,CUST_01037,enterprise,chat,data_export,bug,low,resolved,gold,The data export feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Patched the bug and deployed a fix to production.,66.57,0,negative,3,1,desktop_app,APAC
TCKT_000593,2023-06-17T08:04:07,CUST_08709,enterprise,web_form,analytics_dashboard,security_concern,medium,resolved,standard,There seems to be a vulnerability in the analytics dashboard functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",28.06,0,neutral,3,0,web,MEA
TCKT_000594,2025-12-11T20:46:57,CUST_01094,non_profit,chat,mobile_app,billing_problem,low,resolved,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,24.52,0,negative,0,0,api_client,LATAM
TCKT_000595,2024-09-27T04:47:56,CUST_03991,enterprise,in_app,mobile_app,feature_request,low,resolved,gold,Our team needs more advanced options for mobile app.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,57.14,0,negative,2,0,api_client,EU
TCKT_000596,2024-02-13T08:56:00,CUST_03862,enterprise,email,analytics_dashboard,feature_request,high,in_progress,gold,Our team needs more advanced options for analytics dashboard.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,,,0,negative,2,0,ios,MEA
TCKT_000597,2023-02-23T09:04:41,CUST_02736,small_business,phone_transcript,data_export,how_to,urgent,in_progress,standard,How can I export my data from the data export section?,Happy to help with your question. This has been escalated to our on-call team for immediate attention.,,,0,neutral,4,0,ios,EU
TCKT_000598,2023-10-07T08:03:06,CUST_05957,enterprise,web_form,notifications,performance,medium,resolved,gold,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,31.55,1,very_negative,0,0,ios,MEA
TCKT_000599,2023-06-14T23:37:13,CUST_09775,enterprise,web_form,notifications,how_to,low,on_hold,platinum,I need help setting up notifications for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,positive,5,0,web,MEA
TCKT_000600,2025-07-21T08:18:07,CUST_08541,non_profit,in_app,billing,other,high,in_progress,standard,I have a general question about my account.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,,,0,neutral,3,1,api_client,NA
TCKT_000601,2023-04-02T18:53:45,CUST_05323,education,in_app,mobile_app,security_concern,medium,resolved,platinum,I noticed a suspicious login on my account.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",46.93,0,very_negative,2,0,android,EU
TCKT_000602,2023-01-30T18:04:18,CUST_03484,small_business,phone_transcript,analytics_dashboard,other,urgent,closed_no_action,standard,I have a general question about my account.,Thanks for contacting support. This has been escalated to our on-call team for immediate attention.,Ticket closed without further action after no response from the customer.,32.63,0,neutral,4,0,ios,EU
TCKT_000603,2023-12-26T19:07:52,CUST_01212,individual,web_form,mobile_app,feature_request,high,closed_no_action,standard,Can you add an option to customize mobile app?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,109.96,0,very_positive,5,0,web,NA
TCKT_000604,2022-10-04T10:12:20,CUST_09198,education,phone_transcript,login_auth,feature_request,high,resolved,gold,Our team needs more advanced options for login auth.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,8.06,0,negative,2,1,android,LATAM
TCKT_000605,2022-07-15T11:27:32,CUST_08451,individual,chat,api_integration,security_concern,high,resolved,standard,There seems to be a vulnerability in the api integration functionality.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,"Investigated logs, mitigated the issue, and updated security settings.",11.56,0,very_negative,2,0,desktop_app,LATAM
TCKT_000606,2023-08-31T19:32:53,CUST_05337,education,web_form,analytics_dashboard,bug,high,in_progress,standard,The page keeps crashing whenever I try to open the analytics dashboard section.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,,,0,negative,0,0,api_client,EU
TCKT_000607,2023-05-14T20:06:23,CUST_02312,enterprise,email,mobile_app,billing_problem,high,resolved,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,Adjusted the invoice and issued a refund where applicable.,13.57,0,very_negative,1,0,web,EU
TCKT_000608,2022-04-07T14:36:28,CUST_08741,small_business,phone_transcript,mobile_app,feature_request,low,resolved,gold,It would be great to have mobile app support in your product.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,9.12,0,very_negative,2,0,desktop_app,MEA
TCKT_000609,2022-05-20T14:32:24,CUST_04699,non_profit,phone_transcript,login_auth,how_to,low,open,gold,How can I export my data from the login auth section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,positive,4,0,ios,APAC
TCKT_000610,2022-04-06T07:13:45,CUST_00283,education,in_app,api_integration,performance,medium,on_hold,gold,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,0,0,android,APAC
TCKT_000611,2024-03-09T21:00:44,CUST_00067,education,phone_transcript,notifications,billing_problem,medium,on_hold,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,2,0,desktop_app,NA
TCKT_000612,2022-12-20T01:54:46,CUST_04632,small_business,chat,data_export,feature_request,low,resolved,standard,It would be great to have data export support in your product.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,69.31,0,very_negative,1,0,web,MEA
TCKT_000613,2024-04-06T20:15:17,CUST_05612,non_profit,chat,billing,performance,low,resolved,standard,Queries in the billing module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,66.95,0,very_positive,0,0,web,LATAM
TCKT_000614,2022-06-17T23:46:58,CUST_01295,enterprise,in_app,api_integration,bug,medium,resolved,gold,The api integration feature is not saving my changes.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,17.62,1,neutral,4,0,web,NA
TCKT_000615,2023-06-21T18:46:01,CUST_03788,individual,email,data_export,how_to,low,resolved,standard,I need help setting up data export for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,50.02,0,very_positive,0,0,desktop_app,LATAM
TCKT_000616,2023-02-13T09:00:19,CUST_01824,individual,in_app,mobile_app,other,medium,on_hold,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,0,1,android,EU
TCKT_000617,2024-04-09T20:10:33,CUST_02643,individual,phone_transcript,analytics_dashboard,how_to,high,in_progress,standard,Can you explain how to configure analytics dashboard properly?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,,,0,positive,0,1,api_client,APAC
TCKT_000618,2024-05-19T00:06:59,CUST_07634,non_profit,in_app,data_export,feature_request,low,resolved,standard,Can you add an option to customize data export?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,51.34,0,positive,4,1,web,MEA
TCKT_000619,2025-05-14T12:29:04,CUST_07504,non_profit,email,mobile_app,how_to,medium,in_progress,standard,How can I export my data from the mobile app section?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,,,1,neutral,0,0,desktop_app,EU
TCKT_000620,2024-04-17T15:42:26,CUST_04026,non_profit,chat,notifications,account_access,medium,in_progress,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,1,0,android,APAC
TCKT_000621,2024-10-15T12:10:04,CUST_05511,education,phone_transcript,login_auth,bug,low,open,standard,The login auth feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,1,0,desktop_app,EU
TCKT_000622,2024-07-17T15:49:28,CUST_09649,education,phone_transcript,login_auth,bug,low,open,standard,The page keeps crashing whenever I try to open the login auth section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,very_positive,5,0,web,NA
TCKT_000623,2022-02-01T17:20:55,CUST_00682,non_profit,web_form,login_auth,how_to,low,on_hold,gold,Can you explain how to configure login auth properly?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,negative,3,0,web,NA
TCKT_000624,2025-05-17T22:55:45,CUST_04158,enterprise,chat,analytics_dashboard,account_access,low,open,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,1,positive,0,0,desktop_app,NA
TCKT_000625,2023-12-12T15:25:00,CUST_09079,individual,chat,notifications,bug,medium,closed_no_action,platinum,I am seeing an error message when I click on notifications.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,132.62,0,positive,0,0,ios,APAC
TCKT_000626,2023-01-07T18:44:47,CUST_07457,education,email,billing,bug,low,in_progress,standard,The page keeps crashing whenever I try to open the billing section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,positive,5,0,android,EU
TCKT_000627,2023-09-23T06:53:54,CUST_04676,enterprise,phone_transcript,analytics_dashboard,account_access,medium,in_progress,platinum,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,0,1,web,APAC
TCKT_000628,2025-08-16T16:37:19,CUST_05074,enterprise,chat,billing,security_concern,low,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",47.11,0,very_positive,5,0,desktop_app,APAC
TCKT_000629,2022-05-20T18:39:58,CUST_09670,education,web_form,notifications,security_concern,medium,in_progress,standard,There seems to be a vulnerability in the notifications functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,android,NA
TCKT_000630,2023-07-31T09:53:45,CUST_02033,small_business,email,notifications,feature_request,medium,in_progress,platinum,It would be great to have notifications support in your product.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,,,1,negative,3,0,desktop_app,MEA
TCKT_000631,2024-05-31T02:38:50,CUST_02014,education,in_app,data_export,other,low,resolved,standard,I have a general question about my account.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,40.39,0,negative,3,0,api_client,LATAM
